Id,EntityType,Name,PlantDef,X,Y,Width,Height,Angle,FillOverride,StrokeOverride,DatePlanted,AcquiredFrom,TimeAltered,TimeAdded
658b59e9-b19a-437a-aba0-5da7496709ef,0,,32,631.41785000000027,606.7497860000002,26.4998,26.94895,0,,,2023-04-17 00:00:00.0000000,That palm guy,2024-08-12 20:24:48.5789228,2023-05-23 03:47:22.7883382
65beb60e-5f15-4f49-82e0-0c50e779d9b2,0,,16,6068.8915999999999,2850.2939999999999,26.030148000000001,26.030148000000001,0,,,2022-05-21 00:00:00.0000000,Kona,2023-07-23 18:05:49.1602793,2023-07-03 23:19:00.6362043
694a67a2-4755-4701-80b3-fbad243c6484,0,,179,3788.7177999999999,1334.8556000000001,27.964494999999999,27.964494999999999,0,,,2023-10-22 00:00:00.0000000,Yamil Matos,2024-04-26 21:23:57.3960555,2023-10-22 19:31:34.2556608
6a530e9b-d691-4506-a403-cc0458048c12,0,,48,3600.5365143472891,816.53139246974308,15.554848,17.442169413122492,0,,,2023-02-04 00:00:00.0000000,,2023-10-25 01:05:42.4490573,2023-07-06 23:22:59.5014568
6ad35667-fb06-4dc1-98c4-c65d494ff303,0,,168,985.48625593975078,4032.8389384778989,26.685993,26.685993,0,,,2023-10-19 00:00:00.0000000,Plant Group Hawaii,2023-10-25 01:32:36.7444308,2023-10-21 17:59:39.3581382
6b9535cf-9ac5-4de2-a1de-e133cef6db0c,0,,117,7814.4269231755316,5702.9039307490739,17.374400000000001,16.381577,0,,,2023-04-23 00:00:00.0000000,Yamil Matos,2023-08-02 07:30:15.2359842,2023-07-05 23:25:34.2443907
6d4f26e8-0950-4417-97e9-05ef02446d35,0,,5,4760.0466467531087,1999.6117062266815,21.110009999999999,20.66086,0,,,2022-11-13 00:00:00.0000000,Yamil Matos,2024-08-12 20:27:33.2950712,2023-07-05 02:55:39.6102747
6d53375f-9493-4dfb-ae92-8cc55e528cab,0,,145,4500.8288150663684,1702.0848945404964,19.202641761991799,18.653994854507118,0,,,2022-11-01 00:00:00.0000000,Gift,2023-07-06 22:26:54.5096848,2023-07-06 22:26:52.1889635
6f64a71c-8f95-4097-aee6-ffd4d3b59579,0,,16,4575.8967119555018,1761.4114087584144,51.033360190349484,51.033360190349484,0,,,2022-03-26 00:00:00.0000000,Kona,2024-08-12 20:27:58.3497149,2023-05-01 00:06:41.2493007
70de016a-5814-485f-abfa-d56e7032e0d3,0,,130,3582.8280888376075,779.055089511039,19.108040659487344,18.988393960714916,0,,,2024-06-16 00:00:00.0000000,,2024-06-29 07:36:00.5991574,2024-06-29 07:28:51.2393349
